player_id,combat_tier,main_skill,mechanics,awareness,stability,teamwork,learning,mentality,pressure_resistance,social_primary,social_secondary,base_leave_pct,economy_type,wallet_gold,spend_willingness,bid_aggression,bargain_factor,purchase_preference,claim_honesty,source_type,personality_type,strength_tags,weakness_tags,special_rule,leave_policy,description
P092,顶级,95,96,96,94,90,95,68,65,团长型,钻空子,0,毕业装党,100000,90,80,1,S|S+,95,玩家自建,团长型 / 钻空子,顶级坦克、全Boss熟练、可指挥,低水平团队中容易心灰意冷,极低概率违规封号,特殊事件退队,毕业坦克兼指挥，强度极高，但钻规则漏洞存在特殊风险。
P093,优秀,85,94,95,92,95,86,95,95,不开麦,团队执行,0,实力消费,80000,75,65,0.85,极品|套装,95,玩家自建,不开麦 / 团队执行,机制、生存、双修与团队性优秀,不开麦导致突发报点慢,沟通型事件小幅减益,永不主动退队,任劳任怨且稳定的双修牧师，主要短板是不主动开麦。
P094,优秀,75,86,85,90,85,80,95,90,调解者,气氛组,0,捡漏型,28000,42,28,0.48,低价|合理提升,94,玩家自建,调解型团队润滑剂,机制稳定|团队润滑|观星者专精,输出上限不高|偶尔犯晕,B14事件与输出额外加成；降低灭团士气损失,永不主动退队,认真专注、机制稳定，擅长缓和矛盾；在观察者奥尔加隆战斗中发挥非常好。
P095,顶级,94,97,97,90,90,95,50,45,阴阳怪气,数据执着,6,简陋型,20000,34,30,0.5,低价|法系饰品,92,玩家自建,高水平阴阳怪气 / 数据执着,顶级机制|火法上限|数据复盘,连续低级失误后心态爆炸|偶尔短路,高水平团队稳定加成；第二次低质量灭团后退队率上升,条件退队,装等低但水平极高，任何机制处理能力都很强；团队连续犯低级错误后会迅速失去耐心。
P096,中上,66,78,80,78,85,80,95,95,气氛组,调解者,0,毕业装党,76000,76,68,0.9,S|S+|治疗极品,92,玩家自建,团队型治疗,鼓舞士气|稳定执行|愿意担责,HPS上限一般|暗牧副修较弱,灭团士气损失降低,永不主动退队,团队型戒律牧，尽力不犯错并鼓舞士气，但治疗上限不算高。
P097,优秀,80,68,69,76,70,72,95,95,嘴硬型,宏依赖,0,大老板,145000,94,92,1.08,全部|武器|饰品,88,玩家自建,自信型宏玩家,木桩输出|刺杀节奏|消费强,移动战|复杂临场机制,低移动Boss输出提高；高移动Boss机制和输出下降,永不主动退队,依赖一键宏的刺杀贼，木桩表现很好，需要跑位与临场处理时明显拉跨。
P098,中上,65,60,60,60,70,75,95,95,甩锅型,自信型,0,小老板,70000,84,78,0.92,全部|法系|治疗,74,玩家自建,上头型小白,学习快|点子多|消费积极,机制不熟|需要指导|容易自以为是,第二、第三次尝试学习收益较高；低概率网吧到点离队,条件退队,对副本机制不熟但点子很多，容易上头；接受指导后会逐把进步。
P099,中上,75,62,78,82,85,90,85,85,小白型,气氛组,0,捡漏型,18000,40,25,0.45,低价|合理提升,96,玩家自建,听指挥型小白,学习快|鼓舞士气|愿意执行,首把机制陌生|HPS一般|暗牧副修弱,低Boss经验时学习收益额外提高,永不主动退队,第一次不一定会，但听指挥、愿意学习；治疗上限一般，熟悉后稳定性明显提升。
P100,中上,65,78,82,81,85,84,95,95,气氛组,调解者,0,毕业装党,72000,78,70,0.88,S|S+|武器|饰品,92,玩家自建,团队型输出,鼓舞士气|机制稳定|团队执行,DPS上限一般,灭团士气损失降低,永不主动退队,团队型猎人，尽力不犯错并能鼓舞士气，个人输出不算顶尖。
P101,中上,75,50,60,50,75,70,75,75,气氛组,躺平型,0,简陋型,20000,60,50,0.48,低价|合理提升,85,玩家自建,调解型团队润滑剂,气氛活跃、偶有亮眼操作,偶尔电脑卡不动了,,永不主动退队,团队鼓舞者，喜欢变熊鼓舞士气
P102,优秀,84,60,85,88,96,88,90,90,团队执行,不开麦,0,捡漏型,15000,45,30,0.45,低价|治疗,95,玩家自建,团队型治疗,机制稳定|很少犯错|主动救场|帮助队友,没有麦|突发情况不能及时沟通,团队任务和救场小幅加成；主动报点事件小幅减益,永不主动退队,水平稳定的团队型奶萨，擅长处理机制和帮助队友；没有麦但能听指挥。
P103,优秀,85,85,82,72,80,78,78,80,稳定型,老司机,0,实力消费,50000,68,60,0.75,全部|合理提升,94,玩家自建,高上限火法,高输出上限|全Boss经验|爆发窗口把握,不同Boss发挥差异较大|个别机制战发挥偏低,,永不主动退队,227装等火法，整体优秀，爆发窗口把握较好；不同Boss发挥存在一定波动。
P104,顶级,86,92,95,90,90,88,88,84,团长型,责任型,2,排骨党,8000,12,8,0.2,低价,95,玩家自建,指挥会长型,操作优秀|全Boss经验丰富|可组织指挥|团队执行强,极低概率网络波动,,正常,指挥会长型老玩家，操作、机制和团队执行都很强；消费谨慎，主要目标是分金。
P105,顶级,85,90,96,91,90,88,88,84,团长型,团队执行,2,毕业装党,120000,88,78,0.9,S|S+|武器|饰品,95,玩家自建,高水平极品消费恶魔术,操作优秀|全Boss经验丰富|团队增益|稳定执行,普通提升购买意愿低,,正常,高质量恶魔术，操作扎实、团队增益明确；只对S/S+或毕业件积极出手。
P106,中上,77,75,78,65,62,72,55,50,甩锅型,玻璃心,6.5,实力消费,45000,72,58,0.75,全部|合理提升,95,玩家自建,嘴强王者公主病,操作扎实|副本经验丰富|自信心强,需要被照顾|被质疑后容易玻璃心|团队配合一般,高士气时小幅加成；被点名后退队倾向增加,条件退队,实战中上但嘴上气势更强，被点名或缺少照顾时心态容易下降。
P107,顶级,88,90,88,86,90,88,88,84,团长型,老司机,2,排骨党,8000,12,8,0.2,低价,95,玩家自建,指挥会长型,操作优秀|全Boss经验丰富|可组织指挥|团队执行强,极低概率网络波动,,正常,指挥会长型近战，操作、机制和团队执行都很强；消费倾向明显排骨。
P108,灾难,40,20,20,50,30,20,60,20,小白型,自信型,2,大老板,200000,98,95,1.12,全部,98,玩家自建,蔡系土豪灾难型,金币极多|购买欲极强|竞价激进,完全不会走位|机制意识极差|个人失误极易死亡,蔡系三角色互斥；个人机制失败一律按死亡处理,正常,蔡系同玩家角色之一，消费能力极强，但机制意识和生存能力很差。
P109,普通,65,58,62,65,76,72,75,74,小白型,气氛组,2,捡漏型,25000,48,38,0.65,低价|法系,94,玩家自建,团队型暗牧,愿意执行|发挥相对稳定|团队配合,输出上限不高|后期Boss能力偏低|开麦风格容易引发争执,与厌蠢症队友同团且连续灭团时额外损失士气,正常,输出上限一般但愿意执行，开麦风格可能让厌蠢型队友产生负面情绪。
P110,中上,80,85,68,62,72,72,72,70,稳定型,老司机,2,实力消费,36000,64,50,0.72,全部|合理提升,92,玩家自建,中上波动鸟德,部分Boss表现突出|多数Boss有记录,复杂机制战发挥偏低|输出波动明显,,正常,日志有亮点但发挥波动明显，复杂机制战稳定性一般。
P111,中上,80,70,66,64,74,72,72,72,沉默型,无,2,实力消费,34000,62,50,0.72,武器|饰品|合理提升,93,玩家自建,中上冰DK,多数Boss有记录|愿意执行|基础输出稳定,高难机制上限有限|后期Boss发挥偏低,,正常,常规Boss表现中上，基础输出稳定，高难机制上限有限。
P112,中上,80,52,70,68,72,70,72,68,稳定型,老司机,2,实力消费,36000,62,48,0.72,武器|饰品|合理提升,92,玩家自建,中上射击猎,基础输出中上|远程转火能力,日志样本较少|副本经验不确定,,正常,样本较少但基础输出不错，远程转火和常规执行可用。
P113,中上,72,48,66,62,70,70,70,68,稳定型,老司机,2,捡漏型,24000,48,38,0.62,低价|法系,92,玩家自建,中等奥法,有一定爆发能力,机制战表现偏低|日志样本较少,,正常,短样本下表现中等，有一定爆发能力，稳定性仍需观察。
P114,优秀,85,80,70,66,74,70,72,70,责任型,团队执行,2,实力消费,32000,60,48,0.7,武器|饰品|合理提升,94,玩家自建,中等战斗贼,近战机制执行|愿意配合,发挥差异较大|日志样本较少,,正常,近战机制执行意愿较好，但样本少且发挥差异偏大。
P115,灾难,50,50,8,12,30,20,60,20,小白型,自信型,0,大老板,200000,98,95,1.12,全部,98,玩家自建,蔡系土豪灾难型,金币极多|购买欲极强|竞价激进,完全不会走位|机制意识极差|个人失误极易死亡,蔡系三角色互斥；个人机制失败一律按死亡处理,永不主动退队,蔡系同玩家角色之一，爱买装备，但操作、走位和机制能力很差。
P116,偏弱,68,62,52,46,66,62,60,58,沉默型,小白型,2,捡漏型,15000,30,22,0.5,低价|法系,90,玩家自建,低分痛苦术,可提供持续输出,输出上限有限|稳定性偏低|样本较少,,正常,更适合作为低配补位输出，实战上限有限，出价保守。
P117,灾难,50,50,8,12,30,20,60,20,小白型,自信型,2,大老板,200000,98,95,1.12,全部,98,玩家自建,蔡系土豪灾难型,金币极多|购买欲极强|竞价激进,完全不会走位|机制意识极差|个人失误极易死亡,蔡系三角色互斥；个人机制失败一律按死亡处理,正常,蔡系同玩家的治疗角色，钱包很厚，但实际操作差，机制中容易先倒并造成治疗缺口。
P118,优秀,90,80,82,78,88,94,82,80,责任型,团队执行,0,大老板,999999999,100,100,1.2,全部,100,玩家自建,无限金币成长型奶骑,操作优秀|单体治疗能力强|学习速度快|购买欲极强,Boss经验较少|复杂机制需要熟悉,钱包视为无限；所有适用装备均有购买意愿,永不主动退队,操作优秀但Boss经验较少，学习速度快；经济上视为无限预算。
P119,中上,73,48,72,70,88,74,78,76,责任型,团队执行,2,实力消费,34000,58,45,0.7,治疗|合理提升,94,玩家自建,中等奶萨,治疗发挥稳定|团队辅助,机制经验有限|高分上限暂未体现,,正常,治疗表现中等偏稳，团队辅助意识较好，但高难机制经验有限。
P120,顶级,93,95,95,94,85,98,60,55,阴阳怪气,钻空子,0,毕业装党,100000,90,80,1,S|S+|武器|饰品,95,玩家自建,初中肄业小号,顶级输出|全Boss熟练|可指挥|可切坦克,低水平团队中容易心灰意冷,可与初中肄业同时出现；低质量连续灭团后退队率提高,特殊事件退队,初中肄业的小号，继承高个人能力、经验和规则倾向；主修邪DK，副修血DK。
P121,优秀,90,94,93,95,99,88,95,95,老黄牛,不开麦,0,实力消费,45000,56,42,0.68,合理提升|武器|饰品,96,玩家自建,旧团本合影隐藏人物（能力继承）,机制|生存|团队执行,不开麦导致主动报点不足,,小概率退队,孤独的猎心者为旧团本合影隐藏人物；完整继承萌战的个人能力。
P122,顶级,95,96,93,100,91,100,56,53,厌蠢症,压力怪,4,实力消费,75000,72,45,0.72,饰品|武器|S|S+,92,玩家自建,旧团本合影隐藏人物（能力继承）,顶级机制,厌蠢|低质量连续灭团后容易爆炸,可把美味小熊饼干、Kumaco、阿茸、jazzmine喷退并触发分崩离析,条件退队,幻听山河水为旧团本合影隐藏人物；继承多多虎能力。
P123,普通,68,50,50,50,75,70,75,75,气氛组,躺平型,4,毕业装党,55000,82,68,0.88,S|S+|治疗极品,88,玩家自建,旧团本合影隐藏人物（能力继承）,气氛活跃|偶有亮眼操作,偶尔被其他人顶号掉线|灭团过多可能放鸽子或退队,与P124互斥；本行代表太子哥代上号版本,条件退队,汐月为双人代上号隐藏人物；本版本继承东星太子哥的公开定位。
P124,顶级,95,99,98,95,90,95,68,65,拱火者,躺平型,3,捡漏型,55000,40,25,0.35,低价,90,玩家自建,旧团本合影隐藏人物（能力继承）,顶级机制,偶尔被其他人顶号掉线,与P123互斥；本行代表动与参与商代上号版本,条件退队,汐月为双人代上号隐藏人物；本版本继承动与参与商的公开定位。
P125,中上,75,62,78,82,85,90,85,85,小白型,气氛组,0,捡漏型,18000,40,25,0.45,低价|合理提升,96,玩家自建,旧团本合影隐藏人物（能力继承）,团队治疗考验Boss熟练,单体治疗Boss偶尔走神|缺乏WOW常识,单体治疗压力Boss概率犯错,小概率退队,偶是小鸽鸽为旧团本合影隐藏人物；完整继承小鸽鸽的个人能力。
P126,中上,75,50,60,50,75,70,75,75,甩锅型,气氛组,0,捡漏型,20000,60,50,0.48,低价|合理提升,85,玩家自建,旧团本合影隐藏人物（能力继承）,气氛活跃|偶有亮眼操作,偶尔电脑卡顿,完整继承东星太子哥的个人能力,小概率退队,彼岸星辰为旧团本合影隐藏人物；完整继承东星太子哥的个人能力。
P127,中上,85,75,70,70,87,75,80,80,拱火者,嘴硬型,0,捡漏型,18000,38,28,0.5,低价,90,玩家自建,旧团本合影隐藏人物（能力继承）,气氛活跃|偶有亮眼操作,偶尔忘箭|拿错武器|误开怪,完整继承汉祚将尽的个人能力,小概率退队,小香批为旧团本合影隐藏人物；完整继承汉祚将尽的个人能力。
P128,顶级,95,96,96,94,85,98,60,55,甩锅型,钻空子,3,毕业装党,100000,90,80,1,S|S+|武器|饰品,95,玩家自建,旧团本合影隐藏人物（能力继承）,顶级输出|全Boss熟练|可指挥|可切坦克,全Buff进本|输出考验Boss可能OT|死亡后容易退队,全Buff进组并额外获得5%输出加成；自身死亡后显著提高退队概率，团队灭团视为全员死亡,条件退队,理查德帕克为旧团本合影隐藏人物；完整继承安德罗波夫的个人能力；辅修防战。
P129,普通,66,55,75,75,55,70,65,55,甩锅型,老司机,1,捡漏型,6500,25,20,0.35,低价,80,玩家自建,旧团本合影隐藏人物（能力继承）,游戏资历久|熟悉常规套路,困难局容易躺平,,正常,开狂暴做面包为旧团本合影隐藏人物；完整继承魅惑灵魂之火的个人能力。
P130,优秀,75,68,69,76,70,72,95,95,嘴硬型,宏依赖,0,大老板,145000,94,92,1.08,全部|武器|饰品,88,玩家自建,旧团本合影隐藏人物（能力继承）,木桩输出|刺杀节奏|消费强,移动战|复杂临场机制,,永不主动退队,偷心蔡徐坤为旧团本合影隐藏人物；完整继承佐贺偶像的个人能力。
P131,中上,64,78,80,78,85,80,95,95,气氛组,调解者,0,毕业装党,76000,76,68,0.9,S|S+|治疗极品,92,玩家自建,旧团本合影隐藏人物（能力继承）,鼓舞士气|稳定执行|愿意担责,缺乏WOW常识|普通机制不讲易犯错,可被幻听山河水、多多虎、多多球喷退并触发分崩离析,永不主动退队,jazzmine为旧团本合影隐藏人物；完整继承Kumaco的个人能力。
P132,顶级,94,95,95,96,94,96,56,53,数据执着,压力怪,4,毕业装党,55000,80,45,0.72,饰品|武器|S|S+,85,玩家自建,旧团本合影隐藏人物（能力继承）,顶级机制,数值执着|沉迷DPS,可把美味小熊饼干、Kumaco、阿茸、jazzmine喷退并触发分崩离析,条件退队,北海怪兽为旧团本合影隐藏人物；继承多多虎能力。
P133,顶级,90,65,85,75,60,95,70,70,数据执着,自信型,3,大老板,200000,85,90,0.9,全部|武器|饰品,90,玩家自建,客串人物,顶级机制,数值执着|沉迷DPS,,正常,最喜欢满buff开嗜血打木桩炫耀DPS，回归玩家，对奥杜尔不熟悉但学习快。
