player_id,name,class,signup_spec,signup_role,source_type,combat_tier,join_runs,initial_joins,replacement_joins,team_full_clear_runs,team_full_clear_pct,personal_full_clear_runs,personal_full_clear_pct,algalon_reach_runs,algalon_reach_pct,fights,avg_dps_all_fights,avg_hps_all_fights,dps_role_fights,avg_dps_as_dps,healer_fights,avg_hps_as_healer,tank_fights,avg_dps_as_tank,best_dps,best_hps,deaths,death_pct_per_fight,battle_reses,responsible_count,responsible_pct_per_fight,leave_count,leave_pct_per_join,collapse_leave_count,base_leave_pct,leave_policy,leave_types,leave_bosses
P088,美味小熊饼干,术士,恶魔术,远程DPS,玩家自建,普通,1109,1015,94,52,4.69,52,4.69,167,15.06,16514,7551,0,16514,7551,0,0,0,0,9717,0,239,1.45,202,543,3.29,12,1.08,12,0,永不主动退队,分崩离析:12,B13:7|B10:3|B14:1|B11:1
P089,魅惑灵魂之火,术士,痛苦术,远程DPS,玩家自建,普通,142,96,46,4,2.82,3,2.11,13,9.15,1559,6661.5,0,1559,6661.5,0,0,0,0,8813,0,24,1.54,20,78,5,18,12.68,0,1,正常,直接退团:11|借故离开:6|战术下线:1,B05:4|B08:4|B03:2|B12:2|B09:2|B11:2|B04:1|B13:1
P090,血暮残影,圣骑士,奶骑,治疗,玩家自建,中上,279,242,37,6,2.15,6,2.15,27,9.68,3600,240.8,5536.6,0,0,3600,5536.6,0,0,270,8035,55,1.53,49,73,2.03,0,0,0,0,永不主动退队,,
P091,姆巴妹,死亡骑士,邪DK,近战DPS,玩家自建,中上,838,728,110,16,1.91,16,1.91,84,10.02,11669,6670.5,0,11669,6670.5,0,0,0,0,9694,0,235,2.01,208,639,5.48,0,0,0,0,永不主动退队,,
P092,初中肄业,圣骑士,防骑,坦克,玩家自建,顶级,1650,1610,40,155,9.39,155,9.39,389,23.58,27179,3363.8,0,0,0,0,0,27179,3363.8,3813,0,301,1.11,0,573,2.11,491,29.76,0,0,特殊事件退队,直接退团:182|借故离开:158|战术下线:117|违规封号:34,B05:106|B11:67|B10:65|B12:60|B08:47|B04:46|B02:25|B13:24|B03:18|B09:12|B07:7|B01:6|B14:6|B06:2
P093,茗依,牧师,暗牧,远程DPS,玩家自建,优秀,468,377,91,34,7.26,34,7.26,81,17.31,6330,8228.4,0,6330,8228.4,0,0,0,0,10822,0,43,0.68,40,71,1.12,0,0,0,0,永不主动退队,,
P094,野萌君,德鲁伊,鸟德,远程DPS,玩家自建,优秀,641,570,71,43,6.71,43,6.71,113,17.63,9175,8172.2,0,9175,8172.2,0,0,0,0,10599,0,92,1,83,169,1.84,0,0,0,0,永不主动退队,,
P095,多多球,法师,火法,远程DPS,玩家自建,顶级,24,10,14,0,0,0,0,3,12.5,247,8229.8,0,247,8229.8,0,0,0,0,10069,0,3,1.21,3,3,1.21,10,41.67,0,6,条件退队,直接退团:4|借故离开:4|战术下线:2,B12:3|B04:2|B10:2|B13:1|B03:1|B02:1
P096,Kumaco,牧师,戒律牧,治疗,玩家自建,中上,781,709,72,43,5.51,43,5.51,120,15.36,11775,248,6411.1,0,0,11775,6411.1,0,0,277,9557,177,1.5,160,332,2.82,5,0.64,5,0,永不主动退队,分崩离析:5,B12:3|B13:1|B08:1
P097,佐贺偶像,盗贼,刺杀贼,近战DPS,玩家自建,优秀,1236,1151,85,52,4.21,52,4.21,167,13.51,18345,6994.8,0,18345,6994.8,0,0,0,0,10065,0,311,1.7,277,876,4.78,0,0,0,0,永不主动退队,,
P098,元素打击,萨满,元素,远程DPS,玩家自建,中上,27,11,16,1,3.7,1,3.7,2,7.41,227,6300.4,0,227,6300.4,0,0,0,0,7782,0,7,3.08,7,16,7.05,6,22.22,0,0,条件退队,开喷退团:3|网吧到点:3,B10:2|B13:1|B05:1|B02:1|B07:1
P099,小鸽鸽,牧师,戒律牧,治疗,玩家自建,中上,323,278,45,6,1.86,6,1.86,33,10.22,4329,237.1,5572.9,0,0,4329,5572.9,0,0,269,7873,74,1.71,64,98,2.26,0,0,0,0,永不主动退队,,
P100,阿茸,猎人,射击猎,远程DPS,玩家自建,中上,166,103,63,7,4.22,7,4.22,20,12.05,1965,7157.3,0,1965,7157.3,0,0,0,0,9182,0,20,1.02,17,49,2.49,1,0.6,1,0,永不主动退队,分崩离析:1,B11:1
P101,东星太子哥,德鲁伊,熊德,坦克,玩家自建,中上,1244,1170,74,59,4.74,59,4.74,172,13.83,19427,2277.7,0,0,0,0,0,19427,2277.7,2800,0,472,2.43,0,1746,8.99,0,0,0,0,永不主动退队,,
P102,柠檬七喜,萨满,奶萨,治疗,玩家自建,优秀,299,258,41,24,8.03,24,8.03,60,20.07,4332,260,6125.8,0,0,4332,6125.8,0,0,291,8766,59,1.36,58,97,2.24,0,0,0,0,永不主动退队,,
P103,苏三先生,法师,火法,远程DPS,玩家自建,优秀,1140,940,200,65,5.7,65,5.7,201,17.63,15996,8213.8,0,15996,8213.8,0,0,0,0,10928,0,209,1.31,189,393,2.46,0,0,0,0,永不主动退队,,
P104,冰冻玫瑰,法师,火法,远程DPS,玩家自建,顶级,636,486,150,42,6.6,41,6.45,108,16.98,7797,8501.4,0,7797,8501.4,0,0,0,0,10968,0,71,0.91,61,93,1.19,116,18.24,0,2,正常,直接退团:69|战术下线:24|借故离开:23,B05:26|B02:17|B11:16|B04:13|B08:12|B12:9|B03:7|B10:6|B13:4|B09:3|B14:2|B06:1
P105,李一桐,术士,恶魔术,远程DPS,玩家自建,顶级,1659,1473,186,117,7.05,114,6.87,318,19.17,22766,8751.3,0,22766,8751.3,0,0,0,0,11486,0,159,0.7,129,171,0.75,374,22.54,0,2,正常,直接退团:172|借故离开:117|战术下线:85,B05:81|B02:48|B10:44|B12:44|B11:38|B08:31|B13:24|B03:23|B04:23|B09:11|B14:5|B07:1|B06:1
P106,鹿乃乃乃乃,德鲁伊,鸟德,远程DPS,玩家自建,中上,909,701,208,48,5.28,46,5.06,119,13.09,10616,7739.5,0,10616,7739.5,0,0,0,0,10256,0,170,1.6,153,388,3.65,214,23.54,0,6.5,条件退队,开喷退团:165|直接退团:49,B05:48|B02:29|B11:28|B12:25|B10:25|B04:19|B08:14|B13:9|B03:8|B09:8|B06:1
P107,猫丶薄荷,盗贼,刺杀贼,近战DPS,玩家自建,顶级,1671,1492,179,79,4.73,76,4.55,249,14.9,22198,7841.1,0,22198,7841.1,0,0,0,0,10744,0,208,0.94,175,285,1.28,346,20.71,0,2,正常,直接退团:179|借故离开:104|战术下线:63,B05:85|B02:64|B04:38|B11:35|B10:33|B03:26|B12:24|B13:12|B08:12|B09:11|B14:3|B06:2|B07:1
P108,蔡先生,盗贼,刺杀贼,近战DPS,玩家自建,灾难,348,228,120,3,0.86,1,0.29,8,2.3,3547,4839.1,0,3547,4839.1,0,0,0,0,6812,0,276,7.78,237,437,12.32,74,21.26,0,2,正常,开喷退团:58|直接退团:16,B11:17|B05:16|B10:10|B04:7|B08:5|B02:4|B12:4|B03:4|B09:2|B13:2|B07:1|B14:1|B06:1
P109,圣光普惠众生,牧师,暗牧,远程DPS,玩家自建,普通,378,251,127,8,2.12,8,2.12,28,7.41,3914,6717.7,0,3914,6717.7,0,0,0,0,8578,0,74,1.89,68,233,5.95,76,20.11,0,2,正常,直接退团:30|借故离开:29|战术下线:17,B10:16|B05:15|B02:9|B12:8|B11:8|B04:7|B08:4|B03:3|B13:3|B09:2|B14:1
P110,牛润发,德鲁伊,鸟德,远程DPS,玩家自建,中上,166,85,81,5,3.01,5,3.01,15,9.04,1415,7488.4,0,1415,7488.4,0,0,0,0,9964,0,11,0.78,10,54,3.82,23,13.86,0,2,正常,借故离开:13|战术下线:5|直接退团:5,B11:5|B02:5|B04:4|B05:4|B10:2|B03:1|B07:1|B12:1
P111,陈七,死亡骑士,冰DK,近战DPS,玩家自建,中上,170,98,72,3,1.76,2,1.18,9,5.29,1560,6740.8,0,1560,6740.8,0,0,0,0,9482,0,26,1.67,20,60,3.85,31,18.24,0,2,正常,战术下线:19|直接退团:12,B05:7|B03:4|B11:3|B08:3|B13:3|B02:3|B09:2|B12:2|B04:2|B10:2
P112,Himlyameth,猎人,射击猎,远程DPS,玩家自建,中上,182,97,85,4,2.2,4,2.2,16,8.79,1760,6797.1,0,1760,6797.1,0,0,0,0,8785,0,31,1.76,28,113,6.42,38,20.88,0,2,正常,借故离开:19|直接退团:16|战术下线:3,B05:11|B04:6|B11:6|B09:4|B12:3|B08:3|B02:2|B10:2|B03:1
P113,少女拾拾腿,法师,奥法,远程DPS,玩家自建,中上,49,23,26,0,0,0,0,2,4.08,388,6623.6,0,388,6623.6,0,0,0,0,8042,0,7,1.8,6,20,5.15,9,18.37,0,2,正常,战术下线:5|直接退团:3|借故离开:1,B10:3|B05:2|B11:2|B12:1|B07:1
P114,注意我的细节,盗贼,战斗贼,近战DPS,玩家自建,优秀,910,736,174,31,3.41,28,3.08,99,10.88,10898,7051.1,0,10898,7051.1,0,0,0,0,9756,0,148,1.36,136,265,2.43,185,20.33,0,2,正常,直接退团:89|借故离开:65|战术下线:31,B05:39|B02:23|B10:21|B04:19|B11:19|B03:16|B13:14|B12:14|B08:13|B09:5|B14:2
P115,蔡老二,法师,奥法,远程DPS,玩家自建,灾难,23,8,15,0,0,0,0,1,4.35,150,5109.7,0,150,5109.7,0,0,0,0,6600,0,11,7.33,10,23,15.33,0,0,0,0,永不主动退队,,
P116,随先生,术士,痛苦术,远程DPS,玩家自建,偏弱,11,6,5,1,9.09,1,9.09,1,9.09,79,5688.3,0,79,5688.3,0,0,0,0,7263,0,2,2.53,1,7,8.86,6,54.55,0,2,正常,战术下线:5|直接退团:1,B05:2|B02:2|B08:1|B10:1
P117,蔡老板,萨满,奶萨,治疗,玩家自建,灾难,411,357,54,1,0.24,0,0,1,0.24,3099,162.3,4065.5,0,0,3099,4065.5,0,0,188,6077,631,20.36,618,168,5.42,161,39.17,0,2,正常,开喷退团:114|直接退团:47,B05:62|B04:56|B02:22|B11:6|B03:4|B08:4|B10:3|B12:2|B07:1|B09:1
P118,雨宫天,圣骑士,奶骑,治疗,玩家自建,优秀,853,615,238,55,6.45,55,6.45,146,17.12,11471,259.7,6533.2,0,0,11471,6533.2,0,0,295,9844,122,1.06,111,170,1.48,0,0,0,0,永不主动退队,,
P119,辉夜萨麻,萨满,奶萨,治疗,玩家自建,中上,528,428,100,19,3.6,19,3.6,46,8.71,6298,231.5,5830.3,0,0,6298,5830.3,0,0,263,8474,147,2.33,140,263,4.18,172,32.58,0,2,正常,直接退团:58|借故离开:57|战术下线:57,B05:42|B04:25|B11:21|B10:19|B12:16|B08:16|B02:15|B13:9|B03:6|B09:2|B06:1
P120,安德罗波夫,死亡骑士,邪DK,近战DPS,玩家自建,顶级,1608,1323,285,103,6.41,101,6.28,259,16.11,20719,8305.5,0,20719,8305.5,0,0,0,0,11143,0,173,0.83,156,201,0.97,394,24.5,0,0,特殊事件退队,直接退团:152|借故离开:122|战术下线:100|违规封号:20,B05:92|B02:56|B10:48|B12:36|B04:35|B11:33|B08:29|B13:22|B03:20|B09:12|B01:3|B14:3|B06:3|B07:2
P121,孤独的猎心者,猎人,射击猎,远程DPS,玩家自建,优秀,149,91,58,12,8.05,12,8.05,27,18.12,1738,7973.6,0,1738,7973.6,0,0,0,0,9908,0,16,0.92,14,13,0.75,17,11.41,0,0,小概率退队,战术下线:11|直接退团:6,B05:4|B08:4|B03:3|B10:2|B11:2|B02:1|B13:1
P122,幻听山河水,德鲁伊,奶德,治疗,玩家自建,顶级,454,372,82,35,7.71,34,7.49,94,20.7,6190,289.1,7153.9,0,0,6190,7153.9,0,0,320,10218,63,1.02,59,71,1.15,122,26.87,0,4,条件退队,开喷退团:88|直接退团:34,B05:25|B08:17|B02:16|B11:15|B12:13|B10:10|B13:9|B04:6|B03:4|B14:3|B09:3|B07:1
P123,汐月,牧师,神牧,治疗,玩家自建,普通,503,443,60,9,1.79,8,1.59,25,4.97,5823,230.9,5815.1,0,0,5823,5815.1,0,0,265,8588,204,3.5,181,293,5.03,187,37.18,0,4,条件退队,直接退团:83|借故离开:59|战术下线:45,B05:53|B10:29|B11:19|B12:19|B08:15|B04:15|B02:14|B03:9|B13:7|B09:6|B06:1
P124,汐月,牧师,神牧,治疗,玩家自建,顶级,514,467,47,30,5.84,30,5.84,98,19.07,7466,266.6,6605.1,0,0,7466,6605.1,0,0,303,9905,72,0.96,62,62,0.83,164,31.91,0,3,条件退队,开喷退团:126|直接退团:38,B05:34|B11:30|B10:22|B02:19|B12:17|B08:14|B03:10|B13:9|B04:5|B09:3|B07:1
P125,偶是小鸽鸽,萨满,奶萨,治疗,玩家自建,中上,829,667,162,40,4.83,38,4.58,119,14.35,10565,236.9,6186.8,0,0,10565,6186.8,0,0,269,8981,173,1.64,163,312,2.95,228,27.5,0,0,小概率退队,直接退团:84|借故离开:79|战术下线:65,B05:59|B10:29|B12:27|B02:25|B11:25|B04:18|B08:15|B13:13|B03:12|B09:2|B07:1|B06:1|B14:1
P126,彼岸星辰,术士,毁灭术,远程DPS,玩家自建,中上,502,325,177,11,2.19,9,1.79,41,8.17,5363,6688.8,0,5363,6688.8,0,0,0,0,8644,0,119,2.22,106,367,6.84,87,17.33,0,0,小概率退队,直接退团:31|借故离开:30|战术下线:26,B05:20|B10:14|B02:12|B08:9|B12:9|B11:8|B04:7|B03:4|B13:4
P127,小香批,猎人,兽王猎,远程DPS,玩家自建,中上,142,88,54,4,2.82,4,2.82,10,7.04,1403,7041,0,1403,7041,0,0,0,0,9222,0,19,1.35,17,53,3.78,20,14.08,0,0,小概率退队,开喷退团:12|直接退团:8,B02:4|B04:4|B12:4|B05:3|B10:2|B11:1|B06:1|B08:1
P128,理查德帕克,战士,狂暴战,近战DPS,玩家自建,顶级,1354,1188,166,69,5.1,32,2.36,51,3.77,9839,9103.2,0,9839,9103.2,0,0,0,0,11818,0,49,0.5,42,57,0.58,1043,77.03,0,3,条件退队,直接退团:1032|违规封号:11,B05:215|B02:197|B10:115|B04:100|B08:77|B11:70|B12:57|B03:56|B09:52|B01:35|B07:24|B13:22|B06:18|B14:5
P129,开狂暴做面包,法师,冰法,远程DPS,玩家自建,普通,351,245,106,10,2.85,9,2.56,39,11.11,4023,6963.7,0,4023,6963.7,0,0,0,0,9381,0,83,2.06,75,208,5.17,77,21.94,0,1,正常,直接退团:35|借故离开:25|战术下线:17,B05:12|B10:12|B11:11|B08:10|B02:10|B03:8|B12:7|B04:3|B13:2|B09:1|B06:1
P130,偷心蔡徐坤,盗贼,战斗贼,近战DPS,玩家自建,优秀,959,722,237,27,2.82,27,2.82,80,8.34,11891,6916,0,11891,6916,0,0,0,0,9826,0,192,1.61,168,590,4.96,0,0,0,0,永不主动退队,,
P131,jazzmine,法师,冰法,远程DPS,玩家自建,中上,630,435,195,21,3.33,21,3.33,76,12.06,7951,7593.1,0,7951,7593.1,0,0,0,0,9917,0,100,1.26,93,224,2.82,0,0,0,0,永不主动退队,,
